"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 20:31:31 GMT 2022","Tue Jun 28 20:31:35 GMT 2022","3317","test_conduit","test_conduit","TestConduit","","","test_listing_data",""
"passed","Tue Jun 28 20:32:35 GMT 2022","Tue Jun 28 20:32:35 GMT 2022","265","test_conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Tue Jun 28 20:31:28 GMT 2022","Tue Jun 28 20:31:30 GMT 2022","2059","test_conduit","test_conduit","TestConduit","","","test_cookies",""
"passed","Tue Jun 28 20:32:23 GMT 2022","Tue Jun 28 20:32:33 GMT 2022","10538","test_conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Tue Jun 28 20:31:12 GMT 2022","Tue Jun 28 20:31:14 GMT 2022","2589","test_conduit","test_conduit","TestConduit","","","test_reg",""
"passed","Tue Jun 28 20:32:15 GMT 2022","Tue Jun 28 20:32:21 GMT 2022","6619","test_conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Tue Jun 28 20:31:41 GMT 2022","Tue Jun 28 20:31:49 GMT 2022","7412","test_conduit","test_conduit","TestConduit","","","test_new_article",""
"passed","Tue Jun 28 20:31:16 GMT 2022","Tue Jun 28 20:31:26 GMT 2022","9808","test_conduit","test_conduit","TestConduit","","","test_logging_in",""
"passed","Tue Jun 28 20:32:37 GMT 2022","Tue Jun 28 20:32:38 GMT 2022","1341","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 20:31:50 GMT 2022","Tue Jun 28 20:32:13 GMT 2022","22894","test_conduit","test_conduit","TestConduit","","","test_add_comments",""
"passed","Tue Jun 28 20:31:36 GMT 2022","Tue Jun 28 20:31:40 GMT 2022","3439","test_conduit","test_conduit","TestConduit","","","test_pagination",""
