"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 09:18:57 GMT 2022","Tue Jun 28 09:19:00 GMT 2022","3299","test_conduit","test_conduit","TestConduit","","","test_listing_data",""
"passed","Tue Jun 28 09:20:00 GMT 2022","Tue Jun 28 09:20:00 GMT 2022","230","test_conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Tue Jun 28 09:18:48 GMT 2022","Tue Jun 28 09:18:51 GMT 2022","3321","test_conduit","test_conduit","TestConduit","","","test_logging_in",""
"passed","Tue Jun 28 09:19:06 GMT 2022","Tue Jun 28 09:19:14 GMT 2022","7194","test_conduit","test_conduit","TestConduit","","","test_new_article",""
"passed","Tue Jun 28 09:20:02 GMT 2022","Tue Jun 28 09:20:03 GMT 2022","1311","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 09:18:53 GMT 2022","Tue Jun 28 09:18:55 GMT 2022","2052","test_conduit","test_conduit","TestConduit","","","test_cookies",""
"passed","Tue Jun 28 09:19:15 GMT 2022","Tue Jun 28 09:19:38 GMT 2022","22797","test_conduit","test_conduit","TestConduit","","","test_add_comments",""
"passed","Tue Jun 28 09:19:48 GMT 2022","Tue Jun 28 09:19:58 GMT 2022","10500","test_conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Tue Jun 28 09:19:02 GMT 2022","Tue Jun 28 09:19:05 GMT 2022","3406","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Jun 28 09:19:40 GMT 2022","Tue Jun 28 09:19:46 GMT 2022","6552","test_conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"failed","Tue Jun 28 09:18:42 GMT 2022","Tue Jun 28 09:18:46 GMT 2022","4224","test_conduit","test_conduit","TestConduit","","","test_reg",""
