"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 19:00:43 GMT 2022","Tue Jun 28 19:00:53 GMT 2022","9962","test_conduit","test_conduit","TestConduit","","","test_logging_in",""
"passed","Tue Jun 28 19:00:54 GMT 2022","Tue Jun 28 19:00:57 GMT 2022","2064","test_conduit","test_conduit","TestConduit","","","test_cookies",""
"passed","Tue Jun 28 19:00:39 GMT 2022","Tue Jun 28 19:00:41 GMT 2022","2424","test_conduit","test_conduit","TestConduit","","","test_reg",""
"passed","Tue Jun 28 19:01:08 GMT 2022","Tue Jun 28 19:01:16 GMT 2022","7667","test_conduit","test_conduit","TestConduit","","","test_new_article",""
"passed","Tue Jun 28 19:02:03 GMT 2022","Tue Jun 28 19:02:04 GMT 2022","328","test_conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Tue Jun 28 19:02:05 GMT 2022","Tue Jun 28 19:02:07 GMT 2022","1448","test_conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Jun 28 19:01:51 GMT 2022","Tue Jun 28 19:02:02 GMT 2022","10599","test_conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Tue Jun 28 19:01:43 GMT 2022","Tue Jun 28 19:01:49 GMT 2022","6725","test_conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Tue Jun 28 19:01:18 GMT 2022","Tue Jun 28 19:01:41 GMT 2022","23062","test_conduit","test_conduit","TestConduit","","","test_add_comments",""
"passed","Tue Jun 28 19:01:03 GMT 2022","Tue Jun 28 19:01:07 GMT 2022","3541","test_conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Tue Jun 28 19:00:58 GMT 2022","Tue Jun 28 19:01:02 GMT 2022","3405","test_conduit","test_conduit","TestConduit","","","test_listing_data",""
